GEOID,NAME,pwd_est,pwd_moe,total_est,total_moe,pwd_perc_est,pwd_perc_moe
010730029003,"Block Group 3, Census Tract 29, Jefferson County, Alabama",39,47.634021455258214,114,83,0.34210526315789475,0.4864476891593052
010730030011,"Block Group 1, Census Tract 30.01, Jefferson County, Alabama",111,55.08175741568164,375,152,0.296,0.18965756395731284
010730030012,"Block Group 2, Census Tract 30.01, Jefferson County, Alabama",154,123.42204017111368,565,212,0.27256637168141595,0.24120198418299255
010730030013,"Block Group 3, Census Tract 30.01, Jefferson County, Alabama",141,98.80789442144793,463,174,0.3045356371490281,0.242159451653618
010730030014,"Block Group 4, Census Tract 30.01, Jefferson County, Alabama",41,45.574115460423364,395,162,0.10379746835443038,0.12298041604335895
010730030021,"Block Group 1, Census Tract 30.02, Jefferson County, Alabama",237,95.44631999192006,591,140,0.4010152284263959,0.1873665648044167
010730030022,"Block Group 2, Census Tract 30.02, Jefferson County, Alabama",87,52.191953402799555,295,113,0.29491525423728815,0.20991192163123645
010730030023,"Block Group 3, Census Tract 30.02, Jefferson County, Alabama",402,135.71293232407882,1133,210,0.35481023830538394,0.13664758327288037
010730031001,"Block Group 1, Census Tract 31, Jefferson County, Alabama",51,45,234,108,0.21794871794871795,0.21702751402477288
010730031002,"Block Group 2, Census Tract 31, Jefferson County, Alabama",180,87.68694315575154,482,192,0.37344398340248963,0.2349997766120648
010730031003,"Block Group 3, Census Tract 31, Jefferson County, Alabama",229,121.32600710482481,1021,285,0.22428991185112634,0.13431473242146744
010730031004,"Block Group 4, Census Tract 31, Jefferson County, Alabama",74,65.94694837519019,415,175,0.1783132530120482,0.17580027904047768
010730031005,"Block Group 5, Census Tract 31, Jefferson County, Alabama",122,74.14175611623992,534,191,0.22846441947565543,0.16110488030309209
010730032001,"Block Group 1, Census Tract 32, Jefferson County, Alabama",88,54.80875842417888,426,121,0.20657276995305165,0.14140665194601626
010730032002,"Block Group 2, Census Tract 32, Jefferson County, Alabama",117,61.765686266729034,400,106,0.2925,0.1727771329089877
010730033001,"Block Group 1, Census Tract 33, Jefferson County, Alabama",145,90.8845421400141,464,205,0.3125,0.2396412555095609
010730033002,"Block Group 2, Census Tract 33, Jefferson County, Alabama",56,37.62977544445356,337,142,0.1661721068249258,0.13179858320389942
010730034001,"Block Group 1, Census Tract 34, Jefferson County, Alabama",84,47.20169488482379,226,86,0.37168141592920356,0.25224094568616917
010730034002,"Block Group 2, Census Tract 34, Jefferson County, Alabama",96,44.57577817604534,481,154,0.1995841995841996,0.1125679251613942
010730034003,"Block Group 3, Census Tract 34, Jefferson County, Alabama",90,56.213877290220786,421,149,0.21377672209026127,0.1534705879822695
010730034004,"Block Group 4, Census Tract 34, Jefferson County, Alabama",98,54.194095619356915,481,157,0.20374220374220375,0.13083188030234863
010730035001,"Block Group 1, Census Tract 35, Jefferson County, Alabama",34,32.78719262151,547,252,0.062157221206581355,0.06642889699988871
010730035002,"Block Group 2, Census Tract 35, Jefferson County, Alabama",132,82.74055837375042,377,174,0.35013262599469497,0.2725471780891953
010730035003,"Block Group 3, Census Tract 35, Jefferson County, Alabama",265,151.74979406905302,826,312,0.32082324455205813,0.22008399901875722
010730036001,"Block Group 1, Census Tract 36, Jefferson County, Alabama",132,75.54468876102409,561,213,0.23529411764705882,0.16159978478638035
010730036002,"Block Group 2, Census Tract 36, Jefferson County, Alabama",108,66.91786009728644,588,202,0.1836734693877551,0.1301277311429881
010730036003,"Block Group 3, Census Tract 36, Jefferson County, Alabama",255,130.31883977384084,575,213,0.4434782608695652,0.27991819425554987
010730036004,"Block Group 4, Census Tract 36, Jefferson County, Alabama",258,106.69114302508902,1122,237,0.22994652406417113,0.10677703536122987
010730036005,"Block Group 5, Census Tract 36, Jefferson County, Alabama",60,45.8257569495584,276,99,0.21739130434782608,0.18343445595746263
010730036006,"Block Group 6, Census Tract 36, Jefferson County, Alabama",111,63.55312738174259,443,157,0.2505643340857788,0.16872023279041443
010730037001,"Block Group 1, Census Tract 37, Jefferson County, Alabama",294,115.61141812122192,932,187,0.315450643776824,0.13926085502041013
010730037002,"Block Group 2, Census Tract 37, Jefferson County, Alabama",348,115.39497389401325,823,221,0.42284325637910086,0.18042247412038723
010730037003,"Block Group 3, Census Tract 37, Jefferson County, Alabama",241,118.56221995222593,724,228,0.3328729281767956,0.194437932083455
010730037004,"Block Group 4, Census Tract 37, Jefferson County, Alabama",344,175.9431726438966,931,254,0.3694951664876477,0.21418852441054162
010730038021,"Block Group 1, Census Tract 38.02, Jefferson County, Alabama",133,97.88258272031854,896,385,0.1484375,0.1265004016128146
010730038022,"Block Group 2, Census Tract 38.02, Jefferson County, Alabama",259,184.30680942385172,1235,384,0.2097165991902834,0.16286029861257376
010730038023,"Block Group 3, Census Tract 38.02, Jefferson County, Alabama",222,186.4242473499625,1135,421,0.19559471365638767,0.17956016456615684
010730038024,"Block Group 4, Census Tract 38.02, Jefferson County, Alabama",274,195.88261791185047,750,553,0.36533333333333334,0.37519974301604825
010730038031,"Block Group 1, Census Tract 38.03, Jefferson County, Alabama",198,85.24083528450434,725,172,0.2731034482758621,0.13424408343663366
010730038032,"Block Group 2, Census Tract 38.03, Jefferson County, Alabama",201,97.2779522810796,808,283,0.24876237623762376,0.14861344267013854
010730038033,"Block Group 3, Census Tract 38.03, Jefferson County, Alabama",186,94.10632284814874,792,294,0.23484848484848486,0.14737220339918436
010730038034,"Block Group 4, Census Tract 38.03, Jefferson County, Alabama",252,144.5648643343188,585,221,0.4307692307692308,0.29588968374307467
010730039001,"Block Group 1, Census Tract 39, Jefferson County, Alabama",204,63.21392251711643,1039,142,0.19634263715110684,0.06649595430466092
010730040001,"Block Group 1, Census Tract 40, Jefferson County, Alabama",194,81.19729059519166,629,191,0.30842607313195547,0.15948501704591583
010730040002,"Block Group 2, Census Tract 40, Jefferson County, Alabama",189,88.86506625215557,461,159,0.40997830802603036,0.23906766167889568
010730040003,"Block Group 3, Census Tract 40, Jefferson County, Alabama",111,66.4304147209695,276,115,0.40217391304347827,0.293278302339942
010730040004,"Block Group 4, Census Tract 40, Jefferson County, Alabama",181,78.95568377260753,564,134,0.32092198581560283,0.1594099326797759
010730040005,"Block Group 5, Census Tract 40, Jefferson County, Alabama",198,101.36567466356647,333,106,0.5945945945945946,0.35844594254468853
010730042001,"Block Group 1, Census Tract 42, Jefferson County, Alabama",223,85.00588214941364,485,136,0.45979381443298967,0.21758435588456815
010730042002,"Block Group 2, Census Tract 42, Jefferson County, Alabama",133,65.4446330878247,547,124,0.24314442413162707,0.1317287971127609
010730042003,"Block Group 3, Census Tract 42, Jefferson County, Alabama",130,84.06545069170807,420,156,0.30952380952380953,0.2308236043049273
010730045001,"Block Group 1, Census Tract 45, Jefferson County, Alabama",73,54.644304369257,1304,322,0.05598159509202454,0.0441263514842118
010730045002,"Block Group 2, Census Tract 45, Jefferson County, Alabama",213,113.69696565871932,625,190,0.3408,0.20934837723335714
010730047011,"Block Group 1, Census Tract 47.01, Jefferson County, Alabama",13,24.186773244895647,538,206,0.024163568773234202,0.04589901905159315
010730047012,"Block Group 2, Census Tract 47.01, Jefferson County, Alabama",110,89.23564310296643,689,190,0.15965166908563136,0.1367930531025931
010730047013,"Block Group 3, Census Tract 47.01, Jefferson County, Alabama",212,117.39250401963491,1166,245,0.18181818181818182,0.10768433616593906
010730047014,"Block Group 4, Census Tract 47.01, Jefferson County, Alabama",38,43.04648650006177,893,335,0.0425531914893617,0.05077883234619853
010730047021,"Block Group 1, Census Tract 47.02, Jefferson County, Alabama",22,25.612496949731394,573,146,0.038394415357766144,0.04575697173752418
010730047022,"Block Group 2, Census Tract 47.02, Jefferson County, Alabama",134,61.91930232165088,1411,191,0.09496810772501772,0.04572747649079216
010730047023,"Block Group 3, Census Tract 47.02, Jefferson County, Alabama",60,47.89572005931219,1021,184,0.058765915768854066,0.04809119909134531
010730048001,"Block Group 1, Census Tract 48, Jefferson County, Alabama",95,60.63827174318213,984,161,0.09654471544715447,0.0636166408779623
010730048002,"Block Group 2, Census Tract 48, Jefferson County, Alabama",171,77.23988606931007,903,121,0.1893687707641196,0.0892214327435286
010730049011,"Block Group 1, Census Tract 49.01, Jefferson County, Alabama",28,29.732137494637012,364,72,0.07692307692307693,0.08308677754458202
010730049012,"Block Group 2, Census Tract 49.01, Jefferson County, Alabama",143,54.38749856354859,683,114,0.20937042459736457,0.08696102429321623
010730049021,"Block Group 1, Census Tract 49.02, Jefferson County, Alabama",123,59.74947698515862,1373,270,0.08958485069191552,0.046948081506628984
010730049022,"Block Group 2, Census Tract 49.02, Jefferson County, Alabama",195,92.35258523723091,967,192,0.20165460186142709,0.10355759754343793
010730049023,"Block Group 3, Census Tract 49.02, Jefferson County, Alabama",44,45.48626166217664,488,222,0.09016393442622951,0.10183531490964419
010730050001,"Block Group 1, Census Tract 50, Jefferson County, Alabama",110,56.84188596448925,1566,265,0.070242656449553,0.0381942157364618
010730050002,"Block Group 2, Census Tract 50, Jefferson County, Alabama",64,41.12177038990418,622,158,0.10289389067524116,0.0710912348406918
010730050003,"Block Group 3, Census Tract 50, Jefferson County, Alabama",49,46.97871858618538,702,192,0.0698005698005698,0.06959102529808475
010730051011,"Block Group 1, Census Tract 51.01, Jefferson County, Alabama",142,63.474404290233394,363,99,0.39118457300275483,0.20483722320608794
010730051012,"Block Group 2, Census Tract 51.01, Jefferson County, Alabama",31,30.083217912982647,227,111,0.13656387665198239,0.14839884697307443
010730051013,"Block Group 3, Census Tract 51.01, Jefferson County, Alabama",117,58.29236656715869,534,173,0.21910112359550563,0.13021043362755724
010730051031,"Block Group 1, Census Tract 51.03, Jefferson County, Alabama",103,49.02040391510457,618,154,0.16666666666666666,0.08953613807982741
010730051032,"Block Group 2, Census Tract 51.03, Jefferson County, Alabama",243,87.94316346368261,1094,199,0.22212065813528337,0.08996957285548715
010730051033,"Block Group 3, Census Tract 51.03, Jefferson County, Alabama",121,84.87638069569178,601,185,0.20133111480865223,0.1542249207697432
010730051041,"Block Group 1, Census Tract 51.04, Jefferson County, Alabama",117,71.26710321038733,1135,221,0.10308370044052863,0.06592049430724117
010730051042,"Block Group 2, Census Tract 51.04, Jefferson County, Alabama",211,111.23398761170077,764,235,0.2761780104712042,0.1685650852405687
010730051043,"Block Group 3, Census Tract 51.04, Jefferson County, Alabama",41,36,796,200,0.05150753768844221,0.04704134040714314
010730052001,"Block Group 1, Census Tract 52, Jefferson County, Alabama",273,115.63304026099115,1013,230,0.2694965449160908,0.12951478985149809
010730052002,"Block Group 2, Census Tract 52, Jefferson County, Alabama",86,46.76537180435969,483,171,0.17805383022774326,0.11553522781869241
010730052003,"Block Group 3, Census Tract 52, Jefferson County, Alabama",189,111.65124271587845,723,291,0.26141078838174275,0.18686397433421134
010730052004,"Block Group 4, Census Tract 52, Jefferson County, Alabama",293,137.7788082398741,681,228,0.4302496328928047,0.2483599096016491
010730053021,"Block Group 1, Census Tract 53.02, Jefferson County, Alabama",376,133.82077566656082,1151,289,0.3266724587315378,0.14228582335852052
010730053022,"Block Group 2, Census Tract 53.02, Jefferson County, Alabama",160,94.63614531456784,1097,280,0.14585232452142205,0.09395788270613807
010730053023,"Block Group 3, Census Tract 53.02, Jefferson County, Alabama",195,83.91066678319271,715,210,0.2727272727272727,0.14208830214568424
010730055001,"Block Group 1, Census Tract 55, Jefferson County, Alabama",111,59.59865770300536,381,181,0.29133858267716534,0.20886672940141968
010730055002,"Block Group 2, Census Tract 55, Jefferson County, Alabama",320,97.30878685915265,930,154,0.34408602150537637,0.11914085405111165
010730056001,"Block Group 1, Census Tract 56, Jefferson County, Alabama",72,58.89821729050889,861,227,0.08362369337979095,0.07187183203386847
010730056002,"Block Group 2, Census Tract 56, Jefferson County, Alabama",301,149.94999166388774,1250,344,0.2408,0.13704695921393367
010730056003,"Block Group 3, Census Tract 56, Jefferson County, Alabama",111,70.69653456853455,792,260,0.14015151515151514,0.10042308461860897
010730056004,"Block Group 4, Census Tract 56, Jefferson County, Alabama",151,110.96395811253309,848,272,0.17806603773584906,0.14277562794384538
010730057011,"Block Group 1, Census Tract 57.01, Jefferson County, Alabama",105,78.3007024234138,599,266,0.17529215358931552,0.15214116965773047
010730057012,"Block Group 2, Census Tract 57.01, Jefferson County, Alabama",285,124.28193754524428,1004,231,0.28386454183266935,0.13995983964411995
010730057013,"Block Group 3, Census Tract 57.01, Jefferson County, Alabama",80,66.2872536767062,386,199,0.20725388601036268,0.2022556002133853
010730057021,"Block Group 1, Census Tract 57.02, Jefferson County, Alabama",127,68.72408602520662,643,165,0.19751166407465007,0.11828872713889765
010730057022,"Block Group 2, Census Tract 57.02, Jefferson County, Alabama",119,62.55397669213365,419,143,0.2840095465393795,0.1779995312808375
010730057023,"Block Group 3, Census Tract 57.02, Jefferson County, Alabama",168,88.38551917593742,499,167,0.3366733466933868,0.20992582917556496
010730057024,"Block Group 4, Census Tract 57.02, Jefferson County, Alabama",106,72.05553413860729,607,179,0.17462932454695224,0.12939643898530212
010730058001,"Block Group 1, Census Tract 58, Jefferson County, Alabama",81,120.73110618229256,867,303,0.09342560553633218,0.14302814899332336
010730058002,"Block Group 2, Census Tract 58, Jefferson County, Alabama",287,118.4525221343978,1120,219,0.25625,0.11703008679894708
010730058003,"Block Group 3, Census Tract 58, Jefferson County, Alabama",125,93.2148056909416,1227,294,0.10187449062754686,0.07979500369255199
010730059031,"Block Group 1, Census Tract 59.03, Jefferson County, Alabama",340,187.18172987767795,1269,536,0.26792750197005516,0.1859140718091695
010730059032,"Block Group 2, Census Tract 59.03, Jefferson County, Alabama",544,238.61684768683037,1533,579,0.3548597521200261,0.20540527312516058
010730059033,"Block Group 3, Census Tract 59.03, Jefferson County, Alabama",260,163.8505416530565,1720,560,0.1511627906976744,0.10722421351466101
010730059051,"Block Group 1, Census Tract 59.05, Jefferson County, Alabama",240,141.04609175726918,832,304,0.28846153846153844,0.19962035793136426
010730059052,"Block Group 2, Census Tract 59.05, Jefferson County, Alabama",264,102.21056696839129,1478,314,0.17861975642760486,0.07888211476885555
010730059053,"Block Group 3, Census Tract 59.05, Jefferson County, Alabama",273,113.03096920755833,2058,519,0.1326530612244898,0.06430886878418854
010730059071,"Block Group 1, Census Tract 59.07, Jefferson County, Alabama",347,102.75212893171606,1883,183,0.18428040361125864,0.057432094615363694
010730059081,"Block Group 1, Census Tract 59.08, Jefferson County, Alabama",32,30.265491900843113,721,256,0.044382801664355064,0.04483762663970879
010730059082,"Block Group 2, Census Tract 59.08, Jefferson County, Alabama",239,98.23950325607312,1281,262,0.1865729898516784,0.08565889064804344
010730059083,"Block Group 3, Census Tract 59.08, Jefferson County, Alabama",133,74.12826721298698,578,164,0.2301038062283737,0.14391180875966425
010730059091,"Block Group 1, Census Tract 59.09, Jefferson County, Alabama",271,85.45759182190895,1956,190,0.1385480572597137,0.04571581350473015
010730059101,"Block Group 1, Census Tract 59.10, Jefferson County, Alabama",213,108.45275469069469,1241,269,0.1716357775987107,0.09498099741477065
010730059102,"Block Group 2, Census Tract 59.10, Jefferson County, Alabama",168,100.09495491781792,818,193,0.20537897310513448,0.13161089107861257
010730059103,"Block Group 3, Census Tract 59.10, Jefferson County, Alabama",64,54.433445601027316,1142,253,0.05604203152364273,0.049255467299824635
010730059104,"Block Group 4, Census Tract 59.10, Jefferson County, Alabama",146,67.60177512462228,1000,239,0.146,0.07607621991134943
010730103023,"Block Group 3, Census Tract 103.02, Jefferson County, Alabama",256,114.92606318846913,976,286,0.26229508196721313,0.14061714938647432
010730105001,"Block Group 1, Census Tract 105, Jefferson County, Alabama",69,46.09772228646444,185,72,0.372972972972973,0.2883742100125833
010730105002,"Block Group 2, Census Tract 105, Jefferson County, Alabama",94,43.15089802078283,271,94,0.34686346863468637,0.1995725628532084
010730105003,"Block Group 3, Census Tract 105, Jefferson County, Alabama",233,93,568,133,0.4102112676056338,0.18982748469247018
010730106021,"Block Group 1, Census Tract 106.02, Jefferson County, Alabama",83,80.95677859203639,468,232,0.17735042735042736,0.1940441032462923
010730106022,"Block Group 2, Census Tract 106.02, Jefferson County, Alabama",334,192.54609837646672,1053,346,0.31718898385565053,0.21047190367925742
010730106023,"Block Group 3, Census Tract 106.02, Jefferson County, Alabama",136,100.92076099594176,467,264,0.291220556745182,0.27166922222812045
010730106025,"Block Group 5, Census Tract 106.02, Jefferson County, Alabama",81,65.76473218982953,459,223,0.17647058823529413,0.1669711712625356
010730106026,"Block Group 6, Census Tract 106.02, Jefferson County, Alabama",226,130.73255141700554,785,276,0.2878980891719745,0.19488727019429647
010730107011,"Block Group 1, Census Tract 107.01, Jefferson County, Alabama",35,25.748786379167466,453,80,0.0772626931567329,0.05845535269856802
010730107012,"Block Group 2, Census Tract 107.01, Jefferson County, Alabama",48,40.47221268969612,570,108,0.08421052631578947,0.0727745486304737
010730107021,"Block Group 1, Census Tract 107.02, Jefferson County, Alabama",86,69.31089380465383,1524,212,0.05643044619422572,0.04615207500997765
010730107022,"Block Group 2, Census Tract 107.02, Jefferson County, Alabama",109,84.53401682163222,1324,259,0.0823262839879154,0.06584720766217869
010730107032,"Block Group 2, Census Tract 107.03, Jefferson County, Alabama",25,21.213203435596427,462,109,0.05411255411255411,0.04765787329523093
010730107051,"Block Group 1, Census Tract 107.05, Jefferson County, Alabama",165,76.77890335241837,2269,178,0.07271925958572058,0.0343157183294934
010730107052,"Block Group 2, Census Tract 107.05, Jefferson County, Alabama",33,27.622454633866266,472,128,0.06991525423728813,0.06151687747156343
